Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB ,A great University located along the California Coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
Santa Monica Pier,A tourist location in Los Angele known for its pier overlooking the ocean and amusement park,34.00839949,-118.4987296,https://www.santamonicapier.org/history,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRr6eo-SbNmx0KCdyg-KDEJ6vf4ZkWqNBu6mA&usqp=CAU
Santa Monica High School,A large high school in Los Angles County built  on a hill,34.01156779,-118.485245,https://www.smmusd.org/samohi,https://ks-kentico-prod-cdn-endpoint.azureedge.net/netxstoreviews/webImageStandardLarge2/158490.jpg
Getty Villa,A walk through Museum with beautiful architecture and art overlooking the ocean ,34.04634766,-118.5648179,https://www.getty.edu/visit/villa/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOsJV9TMykX2eig0VTpQtJLSyiP-CXEWRWqw&usqp=CAU
Universal Studios ,An amusement park located in Hollywood with its most popular attraction of Harry Potter World,34.13986392,-118.3532865,https://www.universalstudioshollywood.com/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLdp6RZhzgmDbV72PVZloZPmbHfNgqK-SObQ&usqp=CAU
Disney Land,An amusement park in Orange County which is one of the worlds most popular tourist location  ,33.8123324,-117.9189742,https://disneyland.disney.go.com/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFCASNEJhqT_1S0CbWj_enQrvQBJv_5bBeHA&usqp=CAU
